epoch,train_loss,validation_loss,learning_rate
1,0.004858956128962144,0.0043013201215270965,0.0005
2,0.004337285931136708,0.004275281909640571,0.0005
3,0.004298289900694131,0.004245936610670977,0.0005
4,0.0042653820235893924,0.004174824028293628,0.0005
5,0.004232824183757905,0.004160674485765854,0.0005
6,0.004190608528300293,0.004082129269948595,0.0005
7,0.004153121163117218,0.004064489888464422,0.0005
8,0.004135762393582161,0.004004574217390561,0.0005
